order_id,order_date,customer_id,shipping_method_id,dest_address_id
57,2023-01-31 08:19:55,174,3,22
58,2023-10-05 15:38:47,336,2,22
59,2023-05-22 14:05:47,459,4,22
60,2025-03-16 14:48:59,1793,1,22
61,2024-02-16 18:26:50,236,1,23
62,2023-04-03 08:57:11,1425,4,23
63,2025-05-03 11:53:12,128,4,24
64,2024-10-31 09:04:26,485,4,24
65,2023-06-26 01:13:43,548,3,24
66,2023-05-05 21:29:03,1444,1,24
67,2023-11-04 20:56:43,1503,3,24
68,2025-08-17 20:24:19,195,2,25
69,2025-01-20 14:59:51,641,4,25
70,2025-02-01 13:06:36,1357,4,25
71,2024-11-13 01:54:55,1719,1,25
72,2023-05-21 22:12:22,227,3,26
73,2024-03-14 04:28:46,985,4,26
74,2023-01-07 13:03:41,468,4,27
75,2023-03-21 23:39:20,558,3,27
76,2025-09-07 03:42:27,1278,3,27
77,2025-09-24 09:20:53,228,1,28
78,2025-06-07 08:02:47,260,4,28
79,2025-05-01 04:33:20,269,1,28
80,2023-02-01 21:56:36,579,2,28
81,2023-05-10 23:43:36,1353,1,28
82,2024-08-29 21:07:09,1757,2,28
83,2023-01-26 03:31:39,1911,2,28
84,2023-01-11 04:45:09,1943,3,28
85,2024-08-04 18:21:11,1655,1,29
86,2024-09-18 01:44:18,500,2,30
87,2024-12-04 19:39:28,561,1,30
88,2024-11-18 05:39:28,967,2,30
89,2025-02-06 10:22:55,990,4,30
90,2023-09-08 10:08:18,1030,4,30
91,2024-10-17 10:59:37,1141,1,30
92,2025-08-17 05:26:10,291,2,31
93,2025-06-14 12:09:01,805,4,31
94,2023-08-24 21:43:56,943,1,31
95,2023-11-18 23:21:56,1104,3,31
96,2023-08-17 16:09:33,435,2,32
97,2025-08-24 08:32:12,594,4,32
98,2024-05-07 00:34:15,1216,3,32
99,2023-06-20 13:49:04,570,4,33
100,2024-06-06 01:12:16,1426,2,33
101,2023-08-27 02:19:40,1651,2,33
102,2024-03-15 17:11:40,213,3,34
103,2023-09-14 01:32:58,344,3,34
104,2024-03-03 02:29:29,830,1,34
105,2025-08-07 17:11:44,1396,4,34
106,2024-08-03 00:05:43,1646,2,34
107,2025-06-15 22:51:23,640,4,35
108,2024-01-27 09:12:56,652,3,35
109,2022-12-10 01:11:41,176,1,36
110,2022-11-21 19:33:38,1257,2,36
111,2023-02-18 08:42:03,1711,2,36
112,2025-03-10 21:04:25,566,4,37
113,2023-02-16 17:53:53,1463,4,37
114,2025-05-23 14:12:19,1469,2,37
115,2024-01-02 20:37:13,1636,4,37
116,2025-03-28 07:44:35,1682,3,37
117,2025-03-07 17:20:15,1300,2,38
118,2025-01-01 03:31:40,1936,1,38
119,2025-02-04 14:47:46,1329,3,39
120,2025-07-04 17:10:51,1442,4,39
121,2023-06-22 09:04:26,450,2,40
122,2023-01-29 01:34:49,1118,1,40
123,2024-11-22 04:09:56,420,4,41
124,2023-12-21 00:43:43,426,2,41
125,2023-01-26 08:09:18,692,3,41
126,2023-04-10 12:11:29,875,3,41
127,2023-03-28 22:02:36,1589,2,41
128,2023-10-03 04:54:25,1986,3,41
129,2024-11-11 22:38:47,827,3,42
130,2023-05-06 09:55:25,1547,2,42
131,2023-06-03 16:32:07,1877,3,42
132,2023-08-04 16:39:32,1126,4,43
133,2023-02-14 07:30:28,1489,1,43
134,2024-09-02 00:31:12,1889,4,43
135,2025-05-05 22:06:48,1798,1,44
136,2024-03-12 15:16:33,1813,1,44
137,2023-04-23 03:01:41,219,4,45
138,2025-10-01 23:51:19,746,2,45
139,2023-03-27 01:48:06,963,1,45
140,2025-04-30 19:20:21,970,2,45
141,2024-11-14 23:02:06,1819,2,45
142,2024-04-22 07:24:56,1839,1,45
143,2023-08-31 13:22:58,235,2,46
144,2025-07-16 03:20:24,692,1,46
145,2024-12-17 22:48:59,1147,1,46
146,2024-02-22 03:15:22,1603,3,46
147,2025-09-19 08:19:13,355,3,47
148,2024-01-20 16:34:59,494,2,48
149,2023-03-29 08:00:01,745,2,48
150,2025-09-28 10:33:46,887,1,48
151,2023-08-29 16:29:36,1037,1,48
152,2024-07-08 10:06:52,106,4,49
153,2023-08-11 03:32:17,1216,2,49
154,2025-07-29 07:59:55,1536,3,49
155,2023-02-26 07:56:11,1706,3,49
156,2025-06-05 14:36:20,334,4,50
157,2024-06-11 21:53:05,517,2,50
158,2024-04-20 04:09:38,757,2,50
159,2024-05-26 09:53:29,1293,1,50
160,2024-08-02 14:17:38,1392,3,50
161,2024-03-29 22:22:01,1465,4,50
162,2025-01-07 16:07:57,855,2,51
163,2024-11-20 17:01:03,1084,2,51
164,2024-05-24 17:56:38,1518,3,51
165,2025-03-18 03:34:52,1596,2,51
166,2024-02-17 10:20:58,1790,3,51
167,2023-04-02 04:12:57,1813,3,51
168,2025-04-04 18:45:25,991,3,52
169,2023-05-15 14:14:42,1488,1,52
170,2023-05-09 13:38:46,1592,4,52
171,2025-01-20 18:52:29,263,2,53
172,2024-08-05 03:36:27,690,3,53
173,2024-06-22 02:28:23,1012,1,53
174,2023-05-04 22:19:37,1690,1,53
175,2023-11-13 01:45:30,155,1,54
176,2023-01-30 08:16:03,908,1,54
177,2024-06-01 05:03:44,919,1,54
178,2023-11-19 05:34:52,939,3,54
179,2025-09-13 20:17:02,988,2,54
180,2023-02-09 06:58:00,1033,2,54
181,2023-05-25 05:37:03,1289,1,54
182,2025-03-22 03:50:02,1661,3,54
183,2024-05-08 06:05:34,1770,3,54
184,2024-05-10 17:03:32,1639,3,55
185,2023-04-29 13:05:21,1937,1,55
186,2024-08-18 06:57:57,1992,2,55
187,2025-09-29 22:21:04,1999,4,55
188,2023-03-19 09:46:58,36,4,56
189,2024-12-24 16:31:06,101,2,56
190,2024-06-11 17:36:17,879,4,56
191,2025-04-23 01:37:41,434,1,57
192,2025-07-22 00:17:40,1214,1,57
193,2025-06-17 22:44:41,1237,2,57
194,2024-06-21 05:18:24,822,1,58
195,2024-06-24 23:55:31,904,3,58
196,2024-08-06 06:37:25,1166,4,58
197,2023-09-15 14:19:36,1426,1,58
198,2023-09-17 04:23:57,1715,1,58
199,2022-10-28 10:26:46,1851,4,58
200,2023-12-06 22:41:19,1928,2,58
201,2022-12-21 08:52:19,164,3,59
202,2024-09-29 20:10:34,1224,4,59
203,2025-02-22 23:17:56,1856,3,59
204,2025-10-06 04:54:04,157,2,60
205,2024-11-19 11:14:08,1181,1,60
206,2023-08-21 09:10:01,1520,1,60
207,2025-10-20 08:51:18,1620,2,60
208,2024-03-22 21:32:57,1040,3,61
209,2025-09-17 01:32:33,1339,4,61
210,2023-03-15 11:10:06,1666,2,61
211,2025-02-03 14:07:16,571,1,62
212,2023-09-03 07:35:17,939,2,62
213,2024-08-07 00:53:18,1568,1,62
214,2025-01-13 04:23:21,96,1,63
215,2024-12-19 11:12:20,217,2,63
216,2025-10-03 13:12:25,946,4,63
217,2023-05-13 13:53:07,1831,1,63
218,2024-10-06 08:45:44,7,2,64
219,2024-12-15 01:19:00,1642,3,64
220,2024-12-18 01:57:33,141,3,65
221,2023-05-28 09:10:39,864,2,65
222,2023-09-03 20:32:41,998,2,65
223,2024-11-05 03:33:24,1342,3,65
224,2023-09-18 10:28:40,183,2,66
225,2024-08-13 06:52:23,405,1,66
226,2024-12-26 20:05:25,1582,1,66
227,2023-11-29 15:39:40,1721,4,66
228,2024-02-07 04:33:13,1776,1,66
229,2025-06-01 01:22:25,1002,1,67
230,2024-09-05 16:55:14,185,2,68
231,2022-11-18 04:55:56,463,3,68
232,2025-04-08 21:13:58,1106,1,68
233,2023-11-29 06:50:01,1368,1,68
234,2024-07-16 18:32:52,1688,4,68
235,2024-10-13 10:42:32,1672,4,69
236,2023-09-19 20:20:36,1891,3,69
237,2025-04-01 09:56:52,1948,4,69
238,2024-12-25 13:43:12,1311,2,70
239,2024-02-23 10:57:20,102,2,71
240,2025-08-06 20:28:42,1616,2,71
241,2024-10-03 10:17:42,528,4,72
242,2025-09-03 19:06:12,1150,4,72
243,2023-09-18 14:06:48,1263,1,72
244,2023-03-01 08:01:33,1491,4,72
245,2024-05-06 09:16:25,832,4,73
246,2024-10-18 15:46:20,1674,4,73
247,2025-09-30 08:00:42,1956,3,73
248,2024-09-19 18:04:39,283,4,74
249,2023-08-15 15:10:11,675,2,74
250,2024-01-01 13:20:02,718,4,74
251,2023-02-15 04:37:19,1208,3,74
252,2024-01-08 23:36:48,18,1,75
253,2024-12-25 06:51:29,346,2,75
254,2023-03-10 21:35:13,1226,2,75
255,2025-05-29 20:14:09,1292,3,75
256,2023-10-14 05:59:58,1392,3,75
257,2023-11-21 11:40:25,1429,3,75
258,2025-07-07 07:36:17,14,3,77
259,2025-06-25 23:13:56,865,3,77
260,2025-04-01 20:46:29,1728,2,77
261,2024-02-07 01:26:00,1746,3,77
262,2025-05-06 16:03:47,1844,1,77
263,2023-05-13 12:06:14,1876,4,77
264,2025-06-15 21:12:37,1659,4,78
265,2023-02-07 13:51:58,1312,4,79
266,2025-07-10 08:22:08,1698,3,79
267,2023-09-19 18:00:58,633,3,80
268,2024-08-03 10:47:27,1051,4,80
269,2024-06-11 02:41:06,1296,2,80
270,2025-10-22 09:42:11,65,3,81
271,2023-01-23 23:59:38,210,4,81
272,2024-08-05 16:21:44,337,3,81
273,2024-06-12 06:44:32,1847,3,81
274,2022-10-25 12:38:53,583,4,82
275,2023-02-22 19:26:07,50,3,83
276,2023-02-04 23:14:27,97,4,83
277,2025-03-14 10:27:42,10,1,84
278,2023-08-23 21:24:31,214,2,84
279,2023-02-06 08:24:52,313,2,84
280,2023-10-13 22:59:57,798,3,84
281,2023-09-03 09:03:30,942,4,84
282,2024-05-27 20:55:04,963,3,84
283,2024-04-30 11:42:55,1438,3,84
284,2025-04-22 18:08:05,1577,3,84
285,2023-08-01 06:55:45,1800,4,84
286,2023-12-15 00:14:37,1735,4,85
287,2025-07-24 22:04:21,1968,1,85
288,2022-10-27 16:59:12,705,4,86
289,2025-03-16 11:53:50,1205,2,86
290,2023-03-23 08:58:18,1339,4,86
291,2024-01-21 23:11:18,1808,2,86
292,2024-10-07 07:38:27,1826,2,86
293,2024-10-03 16:17:06,15,2,87
294,2024-03-04 08:27:03,364,4,87
295,2025-02-26 21:48:25,501,4,87
296,2025-02-18 10:04:31,618,4,87
297,2024-10-29 02:58:29,1927,1,87
298,2025-03-10 21:38:42,452,2,88
299,2022-11-15 08:17:19,1077,4,88
300,2023-07-13 18:28:58,1451,4,88
301,2023-12-02 20:22:52,713,1,90
302,2025-05-21 12:42:03,1274,1,90
303,2025-10-07 17:41:15,1536,4,90
304,2025-10-21 13:33:39,1934,3,90
305,2023-02-04 10:16:20,903,4,91
306,2025-03-18 08:55:42,1301,3,91
307,2023-11-11 12:59:31,1391,2,91
308,2024-02-24 06:17:42,1489,4,91
309,2023-10-02 10:29:04,1987,4,91
310,2025-08-18 06:21:05,147,4,92
311,2022-11-26 10:07:18,233,2,92
312,2023-02-25 22:57:03,257,2,92
313,2025-06-21 16:46:31,431,3,92
314,2025-04-16 23:58:41,1102,2,92
315,2024-12-29 00:24:24,1249,2,92
316,2023-12-10 15:43:51,1336,2,92
317,2024-08-14 15:01:36,1573,1,92
318,2023-01-03 07:44:08,1771,1,94
319,2025-03-19 19:32:24,1935,4,94
320,2024-09-22 21:26:44,112,4,95
321,2025-07-30 23:24:39,350,4,95
322,2025-02-27 19:35:53,569,2,95
323,2024-07-08 01:28:16,614,4,95
324,2025-01-27 03:22:15,1011,3,95
325,2023-06-08 10:36:42,1159,2,95
326,2023-04-06 11:05:16,1474,4,95
327,2025-09-29 02:57:54,272,2,96
328,2023-06-30 12:20:58,773,4,96
329,2024-05-14 23:45:25,1677,1,96
330,2025-04-04 12:02:37,436,3,97
331,2025-04-09 22:49:09,683,2,97
332,2023-07-22 20:58:41,1124,4,97
333,2023-10-12 09:00:56,1511,2,97
334,2025-06-25 14:17:46,220,2,98
335,2022-11-12 06:17:24,494,1,98
336,2023-09-27 22:38:50,1533,1,98
337,2024-12-16 21:29:30,646,1,99
338,2025-04-16 20:19:14,789,2,99
339,2023-08-05 08:28:05,1549,4,99
340,2024-04-23 09:48:40,1694,3,99
341,2023-04-02 22:00:18,151,2,100
342,2023-09-03 01:35:56,1184,4,100
343,2023-03-05 08:08:22,1205,4,100
344,2024-12-08 04:03:42,1574,3,100
345,2023-12-07 11:43:14,1654,3,100
346,2024-12-20 01:56:25,1742,3,100
347,2023-09-20 11:11:07,1928,4,100
348,2023-08-13 10:51:31,104,4,101
349,2023-11-23 17:27:04,335,4,101
350,2024-02-27 01:38:53,1344,1,101
351,2023-08-07 02:03:17,1709,2,101
352,2025-08-17 08:00:51,1769,4,101
353,2024-03-29 21:34:56,1926,4,101
354,2024-08-27 09:44:13,8,3,102
355,2023-12-14 22:34:00,425,2,102
356,2024-11-21 12:56:22,598,1,102
357,2025-01-18 02:33:13,1820,3,102
358,2025-08-06 11:52:08,786,3,103
359,2025-08-10 18:19:51,1600,2,103
360,2023-11-22 09:16:04,1864,1,103
361,2024-02-16 18:54:45,107,3,104
362,2023-02-04 19:43:49,1373,4,104
363,2025-05-04 20:28:01,1464,4,105
364,2023-04-29 03:06:10,1598,3,105
365,2024-10-02 02:33:19,1619,1,105
366,2025-02-02 04:25:53,559,1,106
367,2024-08-16 21:00:00,530,4,107
368,2024-10-11 06:55:18,725,1,107
369,2022-11-02 22:18:59,1080,4,107
370,2023-08-07 09:31:11,1182,4,107
371,2025-07-04 11:49:57,1379,4,107
372,2024-12-14 02:56:37,1393,3,107
373,2024-03-25 05:14:17,237,3,108
374,2024-06-25 08:49:59,1580,2,108
375,2023-10-15 08:29:20,1700,1,108
376,2023-04-17 17:35:45,1384,3,109
377,2023-02-26 01:43:37,1522,2,109
378,2024-12-20 02:15:10,1759,1,109
379,2024-09-24 11:03:45,1414,1,110
380,2024-11-15 05:43:02,1672,2,110
381,2023-09-15 16:52:14,204,3,111
382,2024-03-23 12:53:15,1489,1,111
383,2023-08-17 04:49:53,1551,2,111
384,2025-07-11 07:36:47,1692,1,111
385,2025-01-24 12:58:12,95,4,112
386,2023-03-21 17:43:07,539,3,112
387,2025-03-24 11:43:28,968,2,112
388,2023-01-23 23:06:09,45,3,114
389,2023-10-27 05:13:51,599,2,114
390,2024-09-09 19:15:56,1318,1,114
391,2025-06-18 14:46:14,285,2,115
392,2023-04-12 19:03:24,1567,4,115
393,2025-10-18 20:56:39,1717,2,115
394,2024-05-13 18:13:56,612,3,116
395,2025-06-12 21:43:15,748,1,116
396,2022-12-01 16:24:30,1217,3,116
397,2025-01-23 04:04:24,94,2,117
398,2025-08-20 09:31:27,1251,1,117
399,2023-03-18 08:06:03,80,3,118
400,2022-12-05 04:00:10,229,3,118
401,2024-05-27 10:56:53,848,2,118
402,2025-01-07 11:47:25,1984,2,118
403,2023-06-09 13:17:23,83,1,119
404,2023-10-21 10:11:48,977,2,119
405,2024-01-09 09:55:56,1104,1,119
406,2024-11-19 08:44:50,1173,2,119
407,2024-04-22 12:36:38,1218,1,119
408,2023-07-27 00:40:41,1230,3,119
409,2023-09-08 03:11:40,1358,4,119
410,2023-08-07 14:23:42,132,2,120
411,2023-11-23 12:33:28,137,1,120
412,2024-04-15 20:50:59,1355,2,120
413,2023-02-22 02:55:39,1363,3,120
414,2024-10-13 19:46:43,413,4,121
415,2024-04-29 21:14:57,1311,4,121
416,2024-11-06 17:31:58,1437,2,121
417,2023-11-26 05:40:59,314,1,122
418,2025-02-27 05:59:15,408,2,122
419,2024-08-05 22:25:05,870,4,122
420,2023-08-04 19:51:42,1179,2,123
421,2024-07-17 15:24:36,1190,1,123
422,2024-09-13 01:50:32,1677,2,123
423,2025-02-11 00:06:54,720,4,124
424,2025-07-21 17:24:29,1745,1,124
425,2024-03-14 01:31:23,1929,1,124
426,2024-06-27 00:04:05,1975,3,124
427,2024-02-23 19:23:31,385,1,125
428,2024-02-04 15:38:11,1127,3,125
429,2023-02-28 10:22:11,1796,2,125
430,2023-11-14 16:06:02,316,2,126
431,2024-10-11 04:23:04,341,2,126
432,2023-08-23 18:12:24,563,3,126
433,2023-11-24 02:16:03,613,3,126
434,2023-12-03 07:01:37,1221,3,126
435,2025-02-14 00:54:32,1584,2,126
436,2023-09-26 09:49:44,102,3,127
437,2025-07-17 18:22:24,1157,3,127
438,2024-05-30 04:26:16,568,3,128
439,2025-08-06 22:45:33,1318,2,128
440,2025-05-17 16:17:24,598,4,129
441,2025-06-13 16:28:49,1021,4,129
442,2022-11-11 06:19:19,1079,2,129
443,2023-12-25 03:35:59,1206,1,129
444,2023-07-30 19:17:52,1445,2,129
445,2023-10-29 06:03:47,610,1,130
446,2023-03-02 21:19:29,1857,4,130
447,2023-06-04 22:24:19,401,2,131
448,2025-03-31 01:34:55,614,4,131
449,2024-07-20 04:12:55,438,1,132
450,2024-12-07 01:39:17,1188,1,132
451,2023-06-24 01:18:22,1028,2,133
452,2025-05-01 17:43:36,1265,2,133
453,2025-09-22 20:51:22,1472,1,133
454,2025-07-09 04:31:46,8,4,134
455,2024-01-11 02:09:31,577,3,134
456,2024-07-08 08:03:16,689,1,134
457,2023-04-16 21:24:37,1174,3,134
458,2025-07-11 06:06:31,1264,4,134
459,2025-01-29 03:10:30,1414,3,135
460,2023-06-17 13:09:11,103,2,136
461,2023-09-08 13:08:05,400,2,136
462,2024-08-04 18:59:22,920,1,136
463,2024-10-15 10:23:15,1217,2,136
464,2023-05-09 10:15:46,266,4,137
465,2024-04-03 13:18:24,519,3,137
466,2024-05-21 00:15:57,127,3,138
467,2024-09-18 13:05:45,653,1,138
468,2023-10-27 14:14:00,1032,4,138
469,2024-10-29 16:22:18,1123,1,138
470,2025-01-18 22:46:03,1431,1,138
471,2023-03-17 05:02:35,723,4,139
472,2025-02-16 18:42:41,1242,1,139
473,2024-04-25 05:55:58,562,4,140
474,2024-07-03 00:07:30,1802,4,140
475,2023-06-03 04:46:59,748,3,141
476,2025-02-13 01:33:35,774,3,141
477,2025-03-13 18:23:25,1925,2,141
478,2023-05-21 07:10:55,1247,1,142
479,2024-03-11 02:45:00,1551,1,142
480,2022-11-15 19:24:53,582,3,143
481,2023-07-20 15:55:56,1066,1,143
482,2024-04-07 15:47:11,77,1,144
483,2022-10-26 20:21:07,312,3,144
484,2024-10-30 12:24:54,1267,3,144
485,2025-02-10 12:31:23,1395,1,144
486,2024-05-11 14:00:27,1715,3,144
487,2025-07-04 17:14:12,448,2,145
488,2024-02-08 17:13:54,1086,3,146
489,2023-02-13 12:04:38,1842,2,146
490,2022-12-29 10:11:03,1977,3,146
491,2023-06-23 20:36:37,1648,3,147
492,2024-10-17 19:44:22,30,2,148
493,2024-07-14 05:21:50,626,3,148
494,2025-09-03 04:03:34,944,1,148
495,2025-09-06 12:39:32,1151,3,148
496,2024-08-07 19:47:09,1344,2,148
497,2024-12-21 05:48:21,628,4,149
498,2023-10-03 12:02:41,701,3,149
499,2024-04-06 16:24:08,999,2,149
500,2023-12-03 19:02:29,354,4,150
501,2024-10-30 05:58:07,911,1,150
502,2024-02-29 21:50:17,49,2,151
503,2024-04-28 09:00:30,699,1,151
504,2024-05-14 06:25:08,1084,4,151
505,2023-10-03 00:41:17,1621,4,151
506,2023-09-09 11:06:25,1751,3,151
507,2024-12-27 20:38:39,346,2,152
508,2023-04-27 12:04:52,642,1,152
509,2024-10-28 03:32:47,1059,1,152
510,2023-06-27 14:27:17,1252,2,152
511,2023-07-03 10:31:40,1538,3,153
512,2023-11-08 05:44:12,950,2,154
513,2024-05-11 22:03:05,1239,4,154
514,2024-11-15 15:09:06,1310,3,154
515,2024-01-26 01:13:27,1519,4,154
516,2025-02-07 14:41:56,1883,4,154
517,2025-01-27 12:03:47,112,4,155
518,2024-02-29 08:42:43,474,1,155
519,2025-02-03 16:45:52,1097,3,155
520,2024-01-10 07:55:22,1151,4,155
521,2025-04-24 07:27:29,1756,4,155
522,2023-05-28 06:12:03,742,2,156
523,2023-07-13 10:29:55,134,3,157
524,2025-02-13 07:28:06,825,3,157
525,2024-03-21 07:13:02,172,3,158
526,2025-10-08 05:42:48,564,4,158
527,2024-05-05 03:24:12,1691,3,158
528,2025-04-05 21:02:49,287,3,159
529,2025-08-02 17:04:00,669,1,159
530,2023-06-30 22:38:49,850,2,159
531,2025-10-21 20:29:40,1443,1,159
532,2025-07-27 01:22:40,1481,4,159
533,2024-03-29 17:32:00,805,2,160
534,2025-03-03 16:32:08,922,4,160
535,2024-10-03 20:10:51,1629,4,160
536,2023-07-20 02:25:08,1195,2,161
537,2025-04-09 16:08:16,1398,2,161
538,2023-12-09 04:39:09,1957,4,161
539,2025-01-13 22:57:43,485,4,162
540,2024-12-20 18:12:25,1109,4,162
541,2025-10-21 03:04:39,58,1,163
542,2024-03-30 22:24:50,261,2,163
543,2023-02-10 21:58:19,1182,3,163
544,2024-08-05 07:32:44,1076,1,164
545,2023-12-27 01:25:17,765,3,165
546,2023-01-25 14:53:55,890,4,165
547,2023-02-01 14:05:02,1276,4,165
548,2025-09-19 21:18:41,1618,4,166
549,2024-08-02 21:57:56,1839,2,166
550,2024-05-21 17:20:44,1037,2,167
551,2024-10-04 19:40:56,210,3,168
552,2024-08-25 09:39:11,361,4,168
553,2025-03-10 14:04:23,651,2,168
554,2024-06-13 20:18:56,1177,1,168
555,2023-07-20 03:08:30,1686,3,168
556,2025-01-13 04:39:25,64,1,169
557,2025-06-07 20:00:36,1575,1,169
558,2025-08-16 10:04:48,457,1,171
559,2025-08-27 19:14:09,1067,1,171
560,2024-07-13 18:33:50,1567,4,171
561,2023-11-28 19:23:40,664,4,172
562,2025-02-24 17:13:22,1815,3,172
563,2024-05-26 16:29:22,134,2,173
564,2022-12-11 22:05:49,494,2,173
565,2023-01-08 15:14:36,1431,3,173
566,2025-07-29 02:33:10,1333,3,174
567,2025-06-06 15:07:06,4,3,175
568,2023-09-16 08:04:30,505,3,175
569,2025-03-30 01:09:58,1500,4,175
570,2024-12-12 05:17:08,1676,3,175
571,2023-07-06 01:43:58,524,2,176
572,2022-10-31 17:09:20,1414,1,176
573,2022-11-27 06:09:53,94,2,177
574,2024-05-20 18:32:03,218,3,177
575,2024-11-12 16:28:21,564,4,177
576,2023-09-12 09:58:26,1034,3,177
577,2024-02-13 01:03:16,1408,3,177
578,2024-08-25 10:04:34,1669,1,177
579,2024-12-23 21:45:24,697,1,178
580,2023-06-17 18:29:45,1668,3,178
581,2024-08-03 19:24:51,1801,2,178
582,2023-10-12 18:12:45,311,1,179
583,2025-03-08 11:06:51,1601,2,179
584,2023-03-05 07:03:35,1626,2,179
585,2023-04-25 17:54:48,1684,3,179
586,2023-02-04 20:37:08,1846,2,179
587,2023-09-01 22:20:30,536,1,180
588,2024-07-09 06:43:26,1105,4,180
589,2023-07-29 06:29:09,304,2,181
590,2024-11-18 22:31:01,1405,3,181
591,2025-05-01 17:15:13,549,4,182
592,2025-01-20 12:58:21,1139,2,182
593,2024-10-01 02:59:57,1283,3,182
594,2024-06-11 20:01:58,646,4,183
595,2024-05-26 01:26:05,1501,1,183
596,2023-04-09 22:46:03,1702,1,183
597,2023-03-26 19:28:22,1256,1,184
598,2023-08-29 04:52:48,1874,2,184
599,2023-02-04 21:16:10,319,2,185
600,2023-07-30 08:00:16,325,4,185
601,2025-10-08 16:27:52,406,3,185
602,2024-02-28 08:35:10,602,1,185
603,2024-10-09 22:45:46,1781,1,185
604,2023-12-22 03:01:07,282,3,186
605,2024-03-11 04:17:31,1302,3,186
606,2023-07-31 14:10:59,1341,3,186
607,2024-12-18 22:39:19,1733,2,186
608,2023-11-02 22:36:15,1741,2,186
609,2022-11-27 17:23:10,597,3,187
610,2024-05-09 14:42:07,1939,2,187
611,2024-04-10 10:39:59,525,2,188
612,2024-09-18 06:08:50,1175,3,188
613,2024-10-21 04:36:18,38,3,189
614,2025-07-21 15:58:25,502,3,189
615,2023-12-24 05:51:29,943,2,189
616,2023-04-13 23:20:42,1371,1,189
617,2024-03-26 14:38:06,104,4,190
618,2024-08-07 03:46:01,328,1,190
619,2022-12-24 19:39:32,1001,3,190
620,2024-11-26 11:25:07,75,3,191
621,2025-01-22 23:49:49,114,2,191
622,2025-09-23 21:48:34,814,1,191
623,2025-01-03 15:42:41,1334,1,191
624,2023-04-17 14:02:03,1585,4,191
625,2024-02-21 13:02:58,1907,2,191
626,2025-09-26 09:26:15,1945,1,191
627,2024-06-07 21:40:07,1766,4,192
628,2024-04-23 22:34:26,1816,3,192
629,2024-09-11 01:41:15,166,1,193
630,2024-02-06 04:41:59,308,2,193
631,2024-04-20 09:54:45,428,1,193
632,2024-07-15 09:50:41,705,3,193
633,2024-03-08 09:38:20,1211,1,193
634,2024-05-07 06:20:28,1351,2,193
635,2024-08-23 17:32:08,315,4,194
636,2022-10-25 19:54:40,846,2,194
637,2024-05-16 12:17:45,979,4,194
638,2025-06-11 14:13:27,1140,4,194
639,2025-10-11 23:23:59,1165,2,194
640,2025-07-04 12:22:56,1782,1,194
641,2023-04-25 08:28:12,221,2,195
642,2023-01-23 09:17:41,930,1,195
643,2023-01-11 12:10:19,1055,1,195
644,2024-09-04 11:25:09,1271,1,195
645,2023-04-22 19:13:16,213,3,196
646,2024-05-26 06:13:57,323,3,196
647,2024-07-16 01:13:51,965,2,196
