line_id,order_id,book_id,price
151,4483,6614,8.02
152,4910,2462,18.07
153,6530,9495,11.13
154,6957,2477,8.86
155,8577,6102,8.25
156,9004,4645,16.99
157,9600,11076,8.58
158,10623,1752,10.02
159,765,358,13.16
160,1021,2145,19.81
161,4860,4159,17.95
162,5116,4072,2.75
163,6907,6557,10.68
164,7163,10041,18.2
165,8954,9379,9.69
166,2183,9945,0.31
167,502,4405,18.66
168,1101,5317,11.79
169,4597,5734,16.15
170,5196,5460,0.63
171,6644,7621,6.61
172,7243,6644,19.89
173,8691,2008,18.39
174,9714,614,10.36
175,275,4713,11.28
176,4370,6125,1.2
177,6417,7209,1.2
178,8464,3958,11.98
179,9487,10312,16.76
180,10510,4548,10.6
181,11021,4728,10.68
182,26,4388,7.41
183,1203,7438,4.63
184,1770,1694,1.33
185,4121,9745,3.59
186,5298,3008,16.26
187,6168,2824,16.6
188,8215,4332,9.12
189,9238,1258,3.93
190,10261,7163,12.58
191,10772,2376,3.61
192,11283,2928,15.46
193,11410,857,1.3
194,1049,1053,5.56
195,2046,1168,13.83
196,2271,1582,12.73
197,5144,8424,17.51
198,7191,1180,18.07
199,1032,2220,5.74
200,1621,9301,6.38
201,2485,968,9.56
202,5127,1436,4.22
203,7174,7439,14.19
204,905,6023,11.56
205,5000,2971,12.01
206,7047,2251,4.18
207,1680,4889,11.39
208,541,5880,18.68
209,4636,953,12.51
210,6683,9680,9.48
211,8730,8455,7.55
212,9753,6768,18.17
213,674,7986,17.27
214,1196,1816,4.52
215,4769,7123,10.46
216,5291,7729,18.08
217,6816,4854,9.38
218,7338,404,15.49
219,8863,8497,9.9
220,1736,2034,8.6
221,1970,6681,14.26
222,1657,8497,13.59
223,556,1177,9.81
224,4651,1518,4.19
225,6698,7110,11.32
226,8745,10167,17.41
227,9768,6796,8.85
228,270,4241,11.55
229,1509,8285,19.8
230,4365,7977,12.29
231,6412,10243,15.2
232,8459,429,18.25
233,9482,4972,9.93
234,10505,1585,4.45
235,11016,7616,15.1
236,1118,8041,6.96
237,1187,6353,16.23
238,2106,3834,5.76
239,5213,4531,3.43
240,5282,7069,13.25
241,7260,4523,0.9
242,7329,66,17.89
243,2333,5047,11.7
244,663,6287,1.39
245,758,7259,1.07
246,4758,3464,7.91
247,4853,484,0.62
248,6805,273,0.59
249,6900,819,5.59
250,8852,1971,0.94
251,8947,7826,7.52
252,1982,8571,14.47
253,1297,3404,7.19
254,1632,9784,6.37
255,5392,10615,16.3
256,2047,2363,12.34
257,1519,4994,7.85
258,2112,6859,18.09
259,1018,7493,13.07
260,2373,2749,5.49
261,5113,7036,6.75
262,7160,8802,18.85
263,620,3779,17.41
264,2295,3707,1.09
265,4715,3032,3.98
266,6762,1986,5.9
267,8809,10447,16.2
268,1472,2605,14.8
269,1560,11092,15.3
270,5567,9280,17.5
271,482,9727,14.91
272,4577,1158,5.68
273,6624,1210,13.82
274,8671,1435,11.44
275,9694,5255,12.91
276,770,9034,2.45
277,4865,1956,10.24
278,6912,366,12.56
279,8959,474,6.56
280,1083,5713,11.65
281,1539,4142,2.27
282,5178,5021,18.31
283,7225,2485,7.41
284,399,2029,16.0
285,917,5046,17.35
286,4494,10861,5.58
287,5012,5182,9.84
288,6541,706,16.81
289,7059,142,10.84
290,8588,7474,14.65
291,9611,7204,0.79
292,10634,2850,3.23
293,1343,444,14.28
294,5438,5023,2.29
295,403,2439,15.03
296,1768,1117,4.94
297,4498,10400,18.64
298,6545,9518,9.63
299,8592,9368,15.3
300,9615,3320,3.94
301,2149,1003,17.19
302,1664,305,11.16
303,2384,7882,17.35
304,870,2369,9.24
305,4965,7456,19.3
306,7012,9067,3.59
307,9059,5042,14.54
308,802,3055,3.85
309,4897,1541,2.3
310,6944,1786,9.13
311,8991,8927,12.83
312,1383,8897,1.48
313,2216,10809,12.7
314,5478,2907,8.01
315,829,2449,17.96
316,4924,9236,9.12
317,6971,8794,11.67
318,9018,6088,19.69
319,37,3137,9.11
320,4132,4807,15.87
321,6179,7462,19.46
322,8226,9499,6.98
323,9249,2059,17.55
324,10272,9252,10.51
325,10783,1482,1.78
326,11294,513,19.26
327,11421,7536,9.94
328,2340,5053,15.58
329,2492,5928,6.54
330,397,395,3.94
331,573,9775,16.04
332,968,4154,9.23
333,4492,2078,10.99
334,4668,2082,5.74
335,5063,9728,10.2
336,6539,10321,2.15
337,6715,8410,9.12
338,7110,146,13.94
339,8586,4956,2.72
340,8762,3834,6.28
341,9609,5979,14.89
342,9785,1221,6.3
343,10632,2750,5.8
344,385,7881,13.43
345,658,2593,3.01
346,4480,596,16.32
347,4753,10237,3.04
348,6527,11114,10.78
349,6800,7776,17.54
350,8574,3206,16.19
351,8847,2045,9.8
352,9597,9998,0.46
353,10620,4671,0.59
354,214,9884,7.06
355,723,1121,8.88
356,4309,10215,5.16
357,4818,5970,18.17
358,6356,10372,18.71
359,6865,9811,12.04
360,8403,4051,0.3
361,8912,10922,17.28
362,9426,4171,5.65
363,10449,3195,11.77
364,10960,908,12.84
365,276,10749,18.08
366,4371,6915,7.91
367,6418,1262,7.6
368,8465,6238,13.25
369,9488,7019,3.33
370,10511,10454,3.98
371,11022,1948,5.58
372,1568,9670,10.18
373,981,10431,3.21
374,5076,11018,9.39
375,7123,4198,9.55
376,2328,2844,16.91
377,189,5120,15.29
378,4284,4927,18.4
379,6331,3031,12.02
380,8378,2104,2.83
381,9401,1567,5.59
382,10424,10836,0.63
383,10935,2632,1.75
384,239,8111,7.63
385,436,8026,9.23
386,915,1604,6.72
387,4334,2745,4.52
388,4531,4346,5.48
389,5010,2221,3.5
390,6381,3085,17.21
391,6578,5236,15.43
392,7057,4955,18.24
393,8428,2508,7.8
394,8625,3048,3.99
395,9451,1954,5.59
396,9648,9691,10.33
397,10474,10777,5.88
398,10985,6274,18.75
399,460,11087,3.39
400,4555,9551,15.67
401,6602,3802,7.17
402,8649,8532,15.18
403,9672,5504,3.93
404,348,5535,17.97
405,617,11120,6.04
406,1016,5687,13.0
407,4443,7972,12.65
408,4712,149,3.38
409,5111,8962,10.4
410,6490,2044,7.17
411,6759,2676,2.55
412,7158,10188,3.92
413,8537,2593,11.54
414,8806,2076,4.03
415,9560,4982,12.68
416,10583,9204,4.67
417,152,7642,14.66
418,1860,6735,16.54
419,2178,3557,2.34
420,4247,6956,15.51
421,6294,19,13.64
422,8341,4510,19.61
423,9364,7635,9.79
424,10387,4338,9.6
425,10898,2575,14.33
426,361,9883,5.83
427,784,8832,1.87
428,4456,967,3.07
429,4879,5633,1.42
430,6503,9312,19.42
431,6926,3834,16.19
432,8550,157,12.84
433,8973,1856,18.17
434,9573,468,9.69
435,10596,3306,0.63
436,1075,2968,4.77
437,5170,4379,5.03
438,7217,855,12.59
439,2094,10210,13.99
440,2471,8281,12.46
441,738,9819,10.87
442,4833,772,14.33
443,6880,4164,14.44
444,8927,5412,5.33
445,320,9716,11.34
446,517,2382,7.4
447,887,2316,18.61
448,4415,316,7.0
449,4612,7395,5.47
450,4982,4158,0.95
451,6462,1303,8.85
452,6659,9583,19.57
453,7029,3449,12.27
454,8509,1526,16.91
455,8706,9087,10.93
456,9076,3148,15.49
457,9532,274,15.98
458,9729,10253,4.2
459,10555,3187,16.03
460,1392,1660,6.81
461,5487,2841,5.1
462,621,5669,15.64
463,1214,4254,11.3
464,4716,7556,14.0
465,5309,5142,4.22
466,6763,7437,14.18
467,8810,6007,11.45
468,1629,2700,9.92
469,2140,8363,5.41
470,1324,1074,13.43
471,1983,770,6.61
472,5419,4962,4.75
473,2,9455,10.73
474,4097,1473,1.05
475,6144,9643,3.5
476,8191,3066,17.05
477,9214,4845,12.39
478,10237,8817,2.06
479,10748,1540,7.65
480,11259,5529,6.74
481,11386,2172,19.29
482,1750,2639,5.84
483,1532,8341,17.43
484,2408,1205,18.54
485,1234,3459,15.45
486,5329,10361,6.76
487,1700,9964,9.28
488,1741,7055,15.56
489,17,10989,12.09
490,44,653,9.61
491,4112,2517,13.79
492,4139,8562,15.57
493,6159,6509,11.77
494,6186,2099,3.54
495,8206,3551,1.29
496,8233,4073,12.72
497,9229,923,10.11
498,9256,3116,17.66
499,10252,6401,4.55
500,10279,4566,7.4
501,10763,6886,19.69
502,10790,724,7.45
503,11274,7417,4.32
504,11301,882,14.98
505,11401,5640,5.75
506,11428,10210,14.5
507,884,9715,3.8
508,4979,3672,1.61
509,7026,4581,16.35
510,9073,9488,16.22
511,466,5533,1.06
512,1684,8605,14.15
513,4561,2431,19.38
514,6608,2116,0.87
515,8655,7204,2.13
516,9678,6557,12.55
517,63,4116,19.34
518,2421,8064,14.46
519,4158,4909,0.73
520,6205,9564,3.76
521,8252,4022,4.87
522,9275,1470,18.61
523,10298,2844,9.73
524,10809,7420,17.48
525,11320,4119,4.57
526,1191,356,9.48
527,1316,3061,19.06
528,5286,10450,16.75
529,5411,4114,6.72
530,7333,6359,16.99
531,923,5917,2.22
532,1028,10683,9.35
533,5018,5084,17.64
534,5123,447,11.08
535,7065,7235,11.78
536,7170,11058,4.05
537,649,341,10.91
538,701,7079,10.89
539,4744,9050,8.67
540,4796,8091,6.71
541,6791,5525,9.52
542,6843,9897,0.4
543,8838,4802,1.95
544,8890,2155,13.5
545,410,8849,19.01
546,4505,4091,19.72
547,6552,9204,3.56
548,8599,4539,10.12
549,9622,3406,0.25
550,523,1605,13.67
551,563,10967,17.55
552,4618,4782,10.33
553,4658,3270,18.39
554,6665,7960,16.37
555,6705,10540,5.61
556,8712,6228,19.16
557,8752,1220,13.5
558,9735,503,4.03
559,9775,9701,15.1
560,771,1778,10.67
561,2194,2092,6.79
562,4866,1487,12.99
563,6913,9414,5.65
564,8960,9728,10.48
565,1714,11084,8.19
566,1916,655,1.32
567,411,1700,11.32
568,4506,4143,3.27
569,6553,7782,0.14
570,8600,10434,13.35
571,9623,5822,12.29
572,1653,5587,13.35
573,1347,9239,3.0
574,2213,2873,16.83
575,5442,4804,12.7
576,220,9795,9.93
577,4315,9351,14.26
578,6362,494,1.65
579,8409,3106,2.97
580,9432,10067,1.57
581,10455,7550,3.14
582,10966,8330,5.46
583,896,1313,15.43
584,4991,5610,4.12
585,7038,5757,19.38
586,9085,3261,11.16
587,2087,10143,17.67
588,836,7607,15.34
589,871,8728,12.42
590,1487,8366,17.92
591,4931,2510,8.78
592,4966,5778,5.58
593,5582,9304,6.89
594,6978,2386,0.76
595,7013,6088,12.43
596,9025,5181,9.28
597,9060,10274,4.5
598,1061,3938,1.9
599,5156,4601,15.65
600,7203,7474,0.23
601,310,463,3.48
602,4405,8282,4.0
603,6452,8547,4.8
604,8499,9974,15.23
605,9522,1322,6.18
606,10545,2101,0.34
607,1971,5762,10.77
608,2440,1550,1.61
609,341,10964,13.7
610,4436,5217,5.78
611,6483,436,6.57
612,8530,5834,12.73
613,9553,6779,2.74
614,10576,9537,17.49
615,1070,8925,7.73
616,5165,5866,9.51
617,7212,8862,11.11
618,175,4320,5.49
619,4270,2316,4.34
620,6317,5124,13.03
621,8364,9753,8.56
622,9387,5676,5.33
623,10410,8938,4.32
624,10921,7466,14.13
625,2125,5774,9.51
626,204,9124,13.48
627,2318,10134,10.63
628,4299,10284,0.55
629,6346,4054,14.78
630,8393,6711,15.97
631,9416,2022,10.28
632,10439,272,11.6
633,10950,9204,7.92
634,1038,5535,5.99
635,5133,65,2.61
636,7180,7058,15.61
637,1538,11123,13.14
638,2361,3179,9.15
639,1883,4798,15.66
640,1116,6915,15.17
641,5211,10315,7.21
642,7258,237,0.5
643,2164,672,4.55
644,201,10630,1.9
645,651,6771,15.16
646,1302,10723,10.9
647,4296,9286,10.75
648,4746,2036,6.06
649,5397,10738,18.34
650,6343,7686,14.04
651,6793,4874,1.68
652,8390,1182,5.57
653,8840,834,10.77
654,9413,5208,14.49
655,10436,2431,18.37
656,10947,10432,18.64
657,687,9436,8.88
658,1388,7511,0.87
659,4782,2151,16.71
660,5483,6646,9.6
661,6829,6770,12.04
662,8876,2065,2.43
663,629,552,17.68
664,4724,3021,14.11
665,6771,7921,8.87
666,8818,919,1.64
667,819,1805,11.3
668,4914,3768,19.96
669,6961,10834,17.5
670,9008,5043,12.83
671,1795,9439,6.34
672,1891,438,4.92
673,1789,1245,16.43
674,525,8584,7.86
675,4620,7246,1.53
676,6667,4775,18.32
677,8714,3268,14.4
678,9737,7987,8.59
679,1320,11069,13.7
680,1384,4912,3.04
681,5415,4835,14.35
682,5479,3146,5.24
683,57,5134,10.43
684,4152,2474,10.96
685,6199,801,14.33
686,8246,4076,13.65
687,9269,3477,10.31
688,10292,7118,13.04
689,10803,3802,15.04
690,11314,8183,8.42
691,109,9990,4.53
692,1863,4893,10.38
693,4204,3056,16.33
694,6251,2890,16.97
695,8298,5146,15.35
696,9321,5010,18.97
697,10344,4372,2.36
698,10855,4587,14.14
699,1255,3307,7.31
700,5350,10413,11.66
701,48,1195,15.76
702,4143,6872,14.48
703,6190,8549,13.38
704,8237,438,3.8
705,9260,9265,11.86
706,10283,5202,11.16
707,10794,4316,5.3
708,11305,1805,0.31
709,11432,6572,18.14
710,1737,8479,1.8
711,1635,1812,10.9
712,224,2626,10.91
713,872,205,9.12
714,1065,2505,15.15
715,4319,1240,5.7
716,4967,1006,11.94
717,5160,7949,15.62
718,6366,8464,9.22
719,7014,255,14.63
720,7207,6550,14.98
721,8413,10884,12.89
722,9061,3208,10.15
723,9436,7487,16.84
724,10459,2126,8.58
725,10970,6374,11.54
726,1622,1840,1.93
727,230,10968,12.79
728,4325,2677,5.69
729,6372,7783,12.9
730,8419,1400,13.89
731,9442,1048,7.76
732,10465,7306,2.39
733,10976,6992,15.66
734,1215,343,16.08
735,5310,10332,4.61
736,1871,4084,2.87
737,1510,6852,12.98
738,1728,4428,0.85
739,902,212,19.35
740,2187,8678,19.95
741,4997,7211,4.95
742,7044,3275,14.57
743,862,8453,12.26
744,1062,8736,1.75
745,4957,903,2.87
746,5157,5276,18.8
747,7004,3099,11.44
748,7204,279,8.17
749,9051,10777,12.34
750,1792,1990,0.86
751,775,7556,5.33
752,4870,3275,13.45
753,6917,5338,7.62
754,8964,5184,3.73
755,1240,5954,2.31
756,5335,10826,10.36
757,68,7474,16.08
758,945,52,12.23
759,4163,486,7.67
760,5040,8750,15.63
761,6210,6102,7.95
762,7087,3809,10.38
763,8257,6315,5.62
764,9280,7826,13.46
765,10303,2839,5.13
766,10814,5765,16.41
767,11325,6088,5.5
768,2252,8156,16.81
769,1053,39,9.92
770,5148,5216,17.13
771,7195,9744,16.19
772,941,4678,13.47
773,951,1183,10.22
774,1303,2615,12.85
775,5036,5658,12.29
776,5046,6086,17.82
777,5398,9068,8.03
778,7083,6257,12.14
779,7093,3886,18.49
780,1141,6401,2.05
781,5236,8746,12.46
782,7283,8433,18.4
783,1685,3634,17.45
784,381,4271,6.02
785,1328,3930,17.26
786,4476,2841,13.75
787,5423,7481,5.98
788,6523,5310,9.79
789,8570,183,12.26
790,9593,176,4.8
791,10616,1698,0.86
792,2272,8430,13.18
793,1406,235,2.58
794,5501,6477,10.47
795,271,9689,15.68
796,551,3409,3.61
797,1227,10935,7.46
798,4366,10201,9.3
799,4646,6390,9.53
800,5322,7349,17.45
801,6413,4234,5.71
802,6693,3180,11.45
803,8460,63,6.2
804,8740,5944,14.8
805,9483,1098,5.45
806,9763,749,10.37
807,10506,4343,7.93
808,11017,9022,17.3
809,670,9937,17.4
810,1630,7466,14.9
811,4765,7919,6.48
812,6812,5384,8.96
813,8859,8762,11.88
814,1959,6756,5.08
815,102,4995,9.64
816,645,715,17.49
817,1393,2013,5.6
818,4197,9549,9.01
819,4740,7549,0.8
820,5488,1847,14.18
821,6244,534,2.24
822,6787,4635,14.93
823,8291,5378,3.54
824,8834,4835,12.84
825,9314,10087,12.14
826,10337,3499,15.03
827,10848,9070,16.41
828,278,7314,16.5
829,1100,1706,5.83
830,4373,11091,2.2
831,5195,6226,9.35
832,6420,7343,17.93
833,7242,5593,16.47
834,8467,6791,11.62
835,9490,818,12.49
836,10513,10046,12.81
837,11024,5497,10.97
838,1262,2903,13.17
839,5357,5670,11.46
840,982,3728,19.14
841,5077,8671,0.52
842,7124,8813,17.65
843,215,400,10.64
844,1929,6151,3.35
845,4310,2003,7.94
846,6357,4950,0.66
847,8404,9253,1.17
848,9427,8864,16.17
849,10450,7253,16.68
850,10961,2389,11.43
851,574,2363,6.96
852,2441,1147,9.42
853,4669,520,16.4
854,6716,10678,6.77
855,8763,9063,1.13
856,9786,9331,0.47
857,137,6702,18.82
858,4232,9986,13.3
859,6279,7027,3.27
860,8326,10262,2.43
861,9349,9342,16.68
862,10372,7249,15.1
863,10883,9144,16.87
864,334,8355,4.5
865,4429,9697,13.66
866,6476,8909,19.09
867,8523,4119,19.75
868,9546,9197,3.41
869,10569,4147,7.04
870,641,7141,3.06
871,4736,9344,14.79
872,6783,1995,13.54
873,8830,9435,4.17
874,903,5539,17.28
875,1026,9193,10.79
876,4998,2427,9.45
877,5121,7885,2.51
878,7045,5571,2.55
879,7168,1503,5.86
880,820,670,8.43
881,2299,10316,7.43
882,4915,837,5.24
883,6962,934,12.68
884,9009,10215,13.77
885,2011,7651,7.46
886,2029,8918,17.78
887,1814,455,10.74
888,2362,6258,4.02
889,671,3536,19.72
890,2056,10855,18.42
891,4766,7535,12.47
892,6813,968,11.27
893,8860,6191,1.83
894,72,8774,13.36
895,4167,10844,17.38
896,6214,4690,10.0
897,8261,2632,13.64
898,9284,7802,9.19
899,10307,2164,11.87
900,10818,4274,2.8
901,11329,6098,6.4
902,77,10630,16.35
903,1898,2453,13.0
904,4172,6550,19.87
905,6219,2248,0.58
906,8266,6010,12.26
907,9289,4938,7.61
908,10312,6344,14.2
909,10823,9339,1.33
910,11334,9075,17.56
911,400,10488,1.59
912,1133,6341,12.22
913,4495,3833,17.79
914,5228,4616,8.11
915,6542,8700,13.87
916,7275,1360,10.61
917,8589,3172,16.69
918,9612,3522,1.59
919,10635,4984,0.03
920,988,7371,6.17
921,5083,6169,16.94
922,7130,6371,6.42
923,1677,9885,9.57
924,2208,8081,3.93
925,311,8939,8.55
926,1389,8102,7.15
927,4406,6723,18.96
928,5484,10310,15.79
929,6453,1865,9.39
930,8500,9391,16.24
931,9523,5882,4.13
932,10546,4976,12.32
933,143,8229,16.98
934,2389,300,11.74
935,4238,9515,10.28
936,6285,60,9.68
937,8332,4506,11.44
938,9355,7189,10.28
939,10378,7026,12.3
940,10889,2024,1.27
941,61,8596,13.44
942,1963,460,3.82
943,4156,9249,11.66
944,6203,4698,7.23
945,8250,6012,12.35
946,9273,5186,9.56
947,10296,11037,10.52
948,10807,7266,13.76
949,11318,5346,6.77
950,373,2800,4.84
951,1088,5076,11.09
952,2284,4482,7.02
953,4468,6090,13.66
954,5183,8607,16.37
955,6515,8588,8.07
956,7230,7816,6.03
957,8562,4454,1.93
958,9585,3143,2.45
959,10608,8502,9.07
960,1366,10862,10.4
961,5461,7463,15.88
962,1104,10653,8.11
963,5199,1722,11.15
964,7246,3598,18.88
965,1614,8356,18.45
966,1846,3989,0.51
967,1873,577,3.65
968,1503,8436,4.86
969,766,10454,19.39
970,4861,308,4.61
971,6908,778,13.15
972,8955,870,8.36
973,971,9530,0.56
974,1678,6343,15.33
975,2262,1357,6.21
976,5066,2078,0.04
977,7113,5007,4.88
978,1861,9678,12.35
979,2068,5307,10.66
980,2324,2598,11.38
981,1337,1602,0.26
982,5432,7054,2.61
983,1029,8340,7.14
984,5124,5956,12.12
985,7171,4724,6.09
986,2113,2778,6.68
987,2265,10250,12.08
988,1540,2863,9.48
989,1802,6645,11.29
990,2290,353,9.29
991,1183,2521,14.8
992,5278,219,17.57
993,7325,3718,0.7
994,312,1915,15.11
995,4407,2920,0.9
996,6454,4866,1.04
997,8501,10543,11.64
998,9524,760,11.9
999,10547,8558,1.23
1000,1580,11117,16.23
1001,1751,683,17.43
1002,78,1923,5.0
1003,4173,8130,18.08
1004,6220,3655,18.6
1005,8267,7392,10.64
1006,9290,7418,14.75
1007,10313,7655,4.54
1008,10824,799,13.55
1009,11335,1918,16.58
1010,542,6982,13.02
1011,4637,4141,18.16
1012,6684,4713,7.87
1013,8731,7763,6.15
1014,9754,4937,5.93
1015,759,1674,17.27
1016,4854,9630,14.74
1017,6901,998,4.73
1018,8948,10173,17.23
1019,171,6285,4.79
1020,4266,5599,15.95
1021,6313,5311,19.88
1022,8360,6001,14.27
1023,9383,10580,12.26
1024,10406,2374,4.54
1025,10917,5514,15.92
1026,720,5503,1.68
1027,1443,10423,8.63
1028,4815,3872,8.9
1029,5538,2016,11.41
1030,6862,3444,16.72
1031,8909,2793,14.94
1032,464,10930,13.41
1033,4559,4517,0.36
1034,6606,9692,6.04
1035,8653,9980,11.58
1036,9676,2261,5.58
1037,1281,8755,1.93
1038,1407,1350,6.35
1039,5376,2484,3.28
1040,5502,1662,5.11
1041,1169,9220,7.54
1042,1808,4453,17.39
1043,2211,1622,2.42
1044,5264,1871,9.55
1045,7311,9815,19.57
1046,79,2746,5.96
1047,4174,8347,17.13
1048,6221,361,11.85
1049,8268,9619,10.91
1050,9291,1484,0.61
1051,10314,8383,13.5
1052,10825,1281,11.01
1053,11336,4519,7.59
1054,972,7567,5.23
1055,977,2967,10.98
1056,1292,10514,1.56
1057,1587,6172,10.8
1058,5067,390,11.11
1059,5072,7489,13.97
1060,5387,5254,5.33
1061,7114,10180,15.52
1062,7119,1495,6.88
1063,327,3526,11.05
1064,2126,9033,8.03
1065,4422,6369,13.15
1066,6469,6341,17.55
1067,8516,7527,15.02
1068,9539,8062,7.41
1069,10562,7548,5.61
1070,2245,4098,19.99
1071,2300,9929,9.27
1072,2134,7126,16.23
1073,1839,1527,5.02
1074,2319,9381,9.26
1075,667,8732,10.71
1076,1429,3587,0.12
1077,4762,692,5.86
1078,5524,3112,10.37
1079,6809,8394,4.32
1080,8856,9087,8.71
1081,785,8097,6.64
1082,4880,5301,7.73
1083,6927,5590,7.06
1084,8974,2870,4.61
1085,1208,4212,4.02
1086,5303,9684,14.96
1087,1408,1442,8.07
1088,2075,7000,18.69
1089,5503,8747,2.53
1090,660,3055,19.86
1091,710,1568,14.51
1092,4755,2288,17.02
1093,4805,7104,12.78
1094,6802,3121,9.69
1095,6852,6480,9.15
1096,8849,6020,6.64
1097,8899,420,3.85
1098,604,9437,13.28
1099,4699,8626,17.69
1100,6746,1076,16.6
1101,8793,9562,16.15
1102,248,5106,17.44
1103,4343,10949,6.08
1104,6390,6306,18.45
1105,8437,10141,15.8
1106,9460,2406,14.22
1107,10483,10081,7.94
1108,10994,2981,2.96
1109,1204,10416,4.74
1110,5299,4177,3.34
1111,391,7874,0.76
1112,830,739,4.36
1113,4486,9925,16.11
1114,4925,3907,6.78
1115,6533,7152,3.93
1116,6972,593,13.55
1117,8580,2525,2.05
1118,9019,9255,17.03
1119,9603,8481,5.13
1120,10626,11075,4.16
1121,2311,591,12.84
1122,2378,560,6.52
1123,528,5320,8.26
1124,4623,7016,18.28
1125,6670,7542,12.95
1126,8717,2260,1.47
1127,9740,8431,11.37
1128,1942,6329,2.78
1129,1831,10998,10.5
1130,1874,7348,14.54
1131,92,7261,1.65
1132,1894,5053,0.47
1133,4187,8408,14.15
1134,6234,3014,4.63
1135,8281,3846,0.66
1136,9304,1439,10.94
1137,10327,3849,1.79
1138,10838,4551,15.54
1139,11349,7310,19.09
1140,1479,8913,2.85
1141,5574,3430,2.29
1142,2179,7205,17.88
1143,1142,5880,19.19
1144,5237,2370,3.72
1145,7284,3238,17.94
1146,1511,6806,7.35
1147,1762,28,18.2
1148,1892,6031,19.61
1149,2109,3066,8.74
1150,1875,3980,9.56
1151,1022,3524,2.99
1152,5117,8866,10.72
1153,7164,3221,16.79
1154,1012,3652,2.47
1155,1312,7027,15.76
1156,1966,505,17.25
1157,5107,1969,5.94
1158,5407,10607,17.52
1159,7154,5794,19.51
1160,780,3498,12.92
1161,4875,3185,9.87
1162,6922,6769,11.23
1163,8969,10932,4.56
1164,1352,2152,5.64
1165,5447,9243,6.14
1166,1512,482,5.9
1167,589,3847,16.86
1168,4684,1992,7.31
1169,6731,3231,7.11
1170,8778,10077,9.25
1171,9801,6619,11.75
1172,1040,1691,19.96
