genre,book_id,order_id,order_date,customer_id,price,ordr_status_id,only_date,churn
Fiction,8,584.0,2023-03-05 07:03:35,1626.0,19.62,4,2023-03-05,0.0
Fiction,8,1900.0,2025-08-24 18:51:20,599.0,1.32,1,2025-08-24,0.0
Fiction,8,1900.0,2025-08-24 18:51:20,599.0,1.32,2,2025-08-24,0.0
Fiction,8,1900.0,2025-08-24 18:51:20,599.0,1.32,3,2025-08-24,0.0
Fiction,8,1900.0,2025-08-24 18:51:20,599.0,1.32,4,2025-08-24,0.0
Fiction,10,9619.0,2023-02-20 01:12:45,1218.0,19.58,1,2023-02-20,0.0
Fiction,10,9619.0,2023-02-20 01:12:45,1218.0,19.58,2,2023-02-20,0.0
Fiction,10,9619.0,2023-02-20 01:12:45,1218.0,19.58,3,2023-02-20,0.0
Fiction,10,9619.0,2023-02-20 01:12:45,1218.0,19.58,4,2023-02-20,0.0
Fiction,11,6956.0,2023-07-23 13:43:46,1565.0,17.35,1,2023-07-23,1.0
Fiction,11,6956.0,2023-07-23 13:43:46,1565.0,17.35,2,2023-07-23,1.0
Fiction,12,8340.0,2023-09-11 08:00:47,1037.0,9.36,1,2023-09-11,1.0
Fiction,12,8340.0,2023-09-11 08:00:47,1037.0,9.36,2,2023-09-11,1.0
Biography,13,6851.0,2024-02-16 20:53:36,1821.0,8.91,1,2024-02-16,1.0
Biography,13,6851.0,2024-02-16 20:53:36,1821.0,8.91,2,2024-02-16,1.0
Biography,13,6851.0,2024-02-16 20:53:36,1821.0,8.91,3,2024-02-16,1.0
Biography,13,6851.0,2024-02-16 20:53:36,1821.0,8.91,4,2024-02-16,1.0
Fiction,14,133.0,2023-02-14 07:30:28,1489.0,0.52,1,2023-02-14,1.0
Fiction,14,133.0,2023-02-14 07:30:28,1489.0,0.52,2,2023-02-14,1.0
Fiction,14,133.0,2023-02-14 07:30:28,1489.0,0.52,3,2023-02-14,1.0
Fiction,14,133.0,2023-02-14 07:30:28,1489.0,0.52,4,2023-02-14,1.0
Fiction,15,9598.0,2023-10-13 10:05:40,539.0,17.03,1,2023-10-13,1.0
Fiction,15,9598.0,2023-10-13 10:05:40,539.0,17.03,2,2023-10-13,1.0
Fiction,15,9598.0,2023-10-13 10:05:40,539.0,17.03,3,2023-10-13,1.0
Fiction,15,9598.0,2023-10-13 10:05:40,539.0,17.03,4,2023-10-13,1.0
Fiction,15,9598.0,2023-10-13 10:05:40,539.0,17.03,6,2023-10-13,1.0
Fiction,15,9742.0,2023-07-09 04:31:05,850.0,5.17,1,2023-07-09,1.0
Fiction,15,9742.0,2023-07-09 04:31:05,850.0,5.17,2,2023-07-09,1.0
Love,16,905.0,2025-10-18 14:43:36,55.0,11.88,1,2025-10-18,0.0
Love,16,905.0,2025-10-18 14:43:36,55.0,11.88,2,2025-10-18,0.0
Love,16,905.0,2025-10-18 14:43:36,55.0,11.88,3,2025-10-18,0.0
Love,16,1606.0,2025-05-16 22:35:32,657.0,8.62,1,2025-05-16,1.0
Love,16,1606.0,2025-05-16 22:35:32,657.0,8.62,2,2025-05-16,1.0
Love,16,1606.0,2025-05-16 22:35:32,657.0,8.62,3,2025-05-16,1.0
Love,16,2140.0,2025-08-04 05:49:30,115.0,18.25,1,2025-08-04,0.0
Love,16,2140.0,2025-08-04 05:49:30,115.0,18.25,2,2025-08-04,0.0
Love,16,2140.0,2025-08-04 05:49:30,115.0,18.25,3,2025-08-04,0.0
Love,16,2140.0,2025-08-04 05:49:30,115.0,18.25,4,2025-08-04,0.0
Love,16,5310.0,2025-01-27 01:52:41,186.0,9.3,1,2025-01-27,1.0
Love,16,5310.0,2025-01-27 01:52:41,186.0,9.3,2,2025-01-27,1.0
Love,16,5310.0,2025-01-27 01:52:41,186.0,9.3,3,2025-01-27,1.0
Love,16,5310.0,2025-01-27 01:52:41,186.0,9.3,4,2025-01-27,1.0
Love,16,6444.0,2024-10-02 01:05:28,1274.0,6.39,1,2024-10-02,0.0
Love,16,6444.0,2024-10-02 01:05:28,1274.0,6.39,2,2024-10-02,0.0
Love,16,6444.0,2024-10-02 01:05:28,1274.0,6.39,3,2024-10-02,0.0
Love,16,8562.0,2023-01-23 11:04:46,237.0,9.82,1,2023-01-23,1.0
Love,16,8562.0,2023-01-23 11:04:46,237.0,9.82,2,2023-01-23,1.0
Fiction,18,4885.0,2022-11-19 16:38:42,1567.0,2.85,1,2022-11-19,0.0
Fiction,18,4885.0,2022-11-19 16:38:42,1567.0,2.85,2,2022-11-19,0.0
Fiction,18,7310.0,2024-10-31 07:30:10,1978.0,3.29,1,2024-10-31,1.0
Fiction,19,5352.0,2025-02-26 09:22:22,537.0,1.75,1,2025-02-26,1.0
Fiction,19,5352.0,2025-02-26 09:22:22,537.0,1.75,2,2025-02-26,1.0
Fiction,19,5352.0,2025-02-26 09:22:22,537.0,1.75,3,2025-02-26,1.0
Fiction,19,5352.0,2025-02-26 09:22:22,537.0,1.75,4,2025-02-26,1.0
Fiction,19,6294.0,2025-02-10 10:31:15,106.0,13.64,1,2025-02-10,1.0
Fiction,19,6294.0,2025-02-10 10:31:15,106.0,13.64,2,2025-02-10,1.0
Fiction,19,6294.0,2025-02-10 10:31:15,106.0,13.64,3,2025-02-10,1.0
Fiction,19,6294.0,2025-02-10 10:31:15,106.0,13.64,4,2025-02-10,1.0
Mystery,20,8485.0,2023-06-07 16:34:04,618.0,9.93,1,2023-06-07,1.0
Mystery,20,8485.0,2023-06-07 16:34:04,618.0,9.93,2,2023-06-07,1.0
Mystery,20,8485.0,2023-06-07 16:34:04,618.0,9.93,3,2023-06-07,1.0
Mystery,20,8485.0,2023-06-07 16:34:04,618.0,9.93,4,2023-06-07,1.0
Biography,21,10443.0,2025-10-11 14:26:49,1040.0,18.44,1,2025-10-11,0.0
Fiction,22,10587.0,2022-11-11 00:32:09,1769.0,14.81,1,2022-11-11,0.0
Fiction,22,10587.0,2022-11-11 00:32:09,1769.0,14.81,2,2022-11-11,0.0
Fiction,23,7040.0,2024-07-09 02:52:27,939.0,8.58,1,2024-07-09,0.0
Fiction,23,7040.0,2024-07-09 02:52:27,939.0,8.58,2,2024-07-09,0.0
Fiction,24,1005.0,2023-09-16 22:45:50,438.0,17.46,1,2023-09-16,1.0
Fiction,24,1005.0,2023-09-16 22:45:50,438.0,17.46,2,2023-09-16,1.0
Fiction,25,4403.0,2023-12-03 03:12:59,1489.0,17.95,1,2023-12-03,1.0
Fiction,25,4403.0,2023-12-03 03:12:59,1489.0,17.95,2,2023-12-03,1.0
Fiction,28,996.0,2025-10-13 01:04:54,868.0,6.24,1,2025-10-13,0.0
Fiction,28,996.0,2025-10-13 01:04:54,868.0,6.24,2,2025-10-13,0.0
Fiction,28,1762.0,2023-05-17 17:41:34,296.0,18.2,1,2023-05-17,1.0
Fiction,28,1762.0,2023-05-17 17:41:34,296.0,18.2,2,2023-05-17,1.0
Fiction,28,1929.0,2024-07-05 21:15:42,217.0,13.11,1,2024-07-05,0.0
Fiction,28,1929.0,2024-07-05 21:15:42,217.0,13.11,2,2024-07-05,0.0
Fiction,28,1929.0,2024-07-05 21:15:42,217.0,13.11,3,2024-07-05,0.0
Fiction,28,1929.0,2024-07-05 21:15:42,217.0,13.11,4,2024-07-05,0.0
Fiction,28,8224.0,2024-08-29 02:27:59,1051.0,0.25,1,2024-08-29,0.0
Fiction,28,8224.0,2024-08-29 02:27:59,1051.0,0.25,2,2024-08-29,0.0
Mystery,29,4650.0,2023-09-10 06:06:12,1686.0,4.97,1,2023-09-10,1.0
Mystery,29,4650.0,2023-09-10 06:06:12,1686.0,4.97,5,2023-09-10,1.0
Mystery,29,8968.0,2023-09-14 22:30:13,1738.0,17.88,1,2023-09-14,1.0
Fiction,30,2241.0,2024-10-05 09:48:40,994.0,19.04,1,2024-10-05,1.0
Fiction,30,2241.0,2024-10-05 09:48:40,994.0,19.04,2,2024-10-05,1.0
Fiction,30,8977.0,2025-07-12 01:58:11,1743.0,14.63,1,2025-07-12,0.0
Fiction,30,8977.0,2025-07-12 01:58:11,1743.0,14.63,2,2025-07-12,0.0
Fiction,30,8977.0,2025-07-12 01:58:11,1743.0,14.63,3,2025-07-12,0.0
Fiction,30,8977.0,2025-07-12 01:58:11,1743.0,14.63,4,2025-07-12,0.0
Fiction,30,9272.0,2025-04-11 10:12:36,1793.0,10.74,1,2025-04-11,1.0
Fiction,30,9272.0,2025-04-11 10:12:36,1793.0,10.74,2,2025-04-11,1.0
Fiction,31,4790.0,2023-02-09 15:46:37,1288.0,13.11,1,2023-02-09,1.0
Fiction,31,4790.0,2023-02-09 15:46:37,1288.0,13.11,2,2023-02-09,1.0
Fiction,32,9.0,2025-08-19 13:43:04,700.0,17.12,1,2025-08-19,0.0
Fiction,32,9.0,2025-08-19 13:43:04,700.0,17.12,2,2025-08-19,0.0
Fiction,32,9.0,2025-08-19 13:43:04,700.0,17.12,3,2025-08-19,0.0
Fiction,32,9.0,2025-08-19 13:43:04,700.0,17.12,4,2025-08-19,0.0
Fiction,32,2347.0,2023-02-13 20:19:42,514.0,14.94,1,2023-02-13,1.0
Fiction,32,2347.0,2023-02-13 20:19:42,514.0,14.94,2,2023-02-13,1.0
Fiction,32,4504.0,2024-05-22 12:45:21,1358.0,14.78,1,2024-05-22,1.0
Fiction,32,4504.0,2024-05-22 12:45:21,1358.0,14.78,2,2024-05-22,1.0
Fiction,32,11302.0,2025-04-05 20:08:01,493.0,18.64,1,2025-04-05,0.0
Fiction,32,11302.0,2025-04-05 20:08:01,493.0,18.64,2,2025-04-05,0.0
Fiction,32,11302.0,2025-04-05 20:08:01,493.0,18.64,3,2025-04-05,0.0
Fiction,32,11302.0,2025-04-05 20:08:01,493.0,18.64,4,2025-04-05,0.0
Love,33,6527.0,2024-04-04 19:23:16,95.0,17.42,1,2024-04-04,1.0
Love,33,6527.0,2024-04-04 19:23:16,95.0,17.42,2,2024-04-04,1.0
Love,33,6527.0,2024-04-04 19:23:16,95.0,17.42,3,2024-04-04,1.0
Love,33,6527.0,2024-04-04 19:23:16,95.0,17.42,4,2024-04-04,1.0
Love,33,10465.0,2023-09-24 16:43:22,185.0,1.43,1,2023-09-24,1.0
Love,33,10465.0,2023-09-24 16:43:22,185.0,1.43,2,2023-09-24,1.0
Love,33,11007.0,2024-12-07 13:53:25,1746.0,11.22,1,2024-12-07,0.0
Love,33,11007.0,2024-12-07 13:53:25,1746.0,11.22,2,2024-12-07,0.0
Biography,34,234.0,2024-07-16 18:32:52,1688.0,2.25,1,2024-07-16,0.0
Biography,34,234.0,2024-07-16 18:32:52,1688.0,2.25,2,2024-07-16,0.0
Biography,34,6201.0,2022-11-10 08:05:15,459.0,7.92,1,2022-11-10,1.0
Biography,34,6201.0,2022-11-10 08:05:15,459.0,7.92,2,2022-11-10,1.0
Biography,34,6201.0,2022-11-10 08:05:15,459.0,7.92,3,2022-11-10,1.0
Biography,35,9797.0,2023-05-28 14:06:12,1684.0,15.56,1,2023-05-28,0.0
Biography,35,9797.0,2023-05-28 14:06:12,1684.0,15.56,2,2023-05-28,0.0
Biography,35,9797.0,2023-05-28 14:06:12,1684.0,15.56,3,2023-05-28,0.0
Biography,35,9797.0,2023-05-28 14:06:12,1684.0,15.56,4,2023-05-28,0.0
Biography,35,9797.0,2023-05-28 14:06:12,1684.0,15.56,6,2023-05-28,0.0
Biography,35,10621.0,2023-10-07 21:48:48,539.0,17.17,1,2023-10-07,1.0
Biography,35,10621.0,2023-10-07 21:48:48,539.0,17.17,2,2023-10-07,1.0
Biography,35,10621.0,2023-10-07 21:48:48,539.0,17.17,3,2023-10-07,1.0
Biography,35,10621.0,2023-10-07 21:48:48,539.0,17.17,4,2023-10-07,1.0
History,36,1945.0,2023-09-04 12:05:48,926.0,8.27,1,2023-09-04,1.0
History,36,1945.0,2023-09-04 12:05:48,926.0,8.27,2,2023-09-04,1.0
History,36,2440.0,2024-01-21 07:52:28,149.0,13.85,1,2024-01-21,1.0
History,36,2440.0,2024-01-21 07:52:28,149.0,13.85,2,2024-01-21,1.0
History,36,2440.0,2024-01-21 07:52:28,149.0,13.85,3,2024-01-21,1.0
History,36,2440.0,2024-01-21 07:52:28,149.0,13.85,4,2024-01-21,1.0
History,36,6655.0,2024-12-21 16:18:43,1239.0,8.06,1,2024-12-21,1.0
History,36,6655.0,2024-12-21 16:18:43,1239.0,8.06,2,2024-12-21,1.0
History,36,6922.0,2024-09-01 23:09:15,301.0,9.67,1,2024-09-01,0.0
History,36,6922.0,2024-09-01 23:09:15,301.0,9.67,2,2024-09-01,0.0
History,36,6922.0,2024-09-01 23:09:15,301.0,9.67,3,2024-09-01,0.0
History,36,8450.0,2024-11-08 01:04:07,1746.0,7.04,1,2024-11-08,0.0
History,36,8450.0,2024-11-08 01:04:07,1746.0,7.04,2,2024-11-08,0.0
History,36,8450.0,2024-11-08 01:04:07,1746.0,7.04,3,2024-11-08,0.0
History,36,8450.0,2024-11-08 01:04:07,1746.0,7.04,4,2024-11-08,0.0
Fiction,37,4258.0,2023-11-25 17:10:01,1084.0,9.25,1,2023-11-25,1.0
Fiction,37,4258.0,2023-11-25 17:10:01,1084.0,9.25,2,2023-11-25,1.0
Fiction,39,571.0,2023-07-06 01:43:58,524.0,8.9,1,2023-07-06,1.0
Fiction,39,571.0,2023-07-06 01:43:58,524.0,8.9,2,2023-07-06,1.0
Fiction,39,571.0,2023-07-06 01:43:58,524.0,8.9,3,2023-07-06,1.0
Fiction,39,571.0,2023-07-06 01:43:58,524.0,8.9,4,2023-07-06,1.0
Fiction,39,1053.0,2025-05-02 09:22:34,198.0,9.92,1,2025-05-02,1.0
Fiction,39,1053.0,2025-05-02 09:22:34,198.0,9.92,2,2025-05-02,1.0
Fiction,41,6769.0,2023-03-23 03:38:48,1766.0,16.44,1,2023-03-23,1.0
Fiction,41,6769.0,2023-03-23 03:38:48,1766.0,16.44,2,2023-03-23,1.0
Fiction,41,6769.0,2023-03-23 03:38:48,1766.0,16.44,3,2023-03-23,1.0
Fiction,41,6769.0,2023-03-23 03:38:48,1766.0,16.44,4,2023-03-23,1.0
Fiction,41,8598.0,2023-04-17 02:55:41,1358.0,7.64,1,2023-04-17,1.0
Fiction,41,8598.0,2023-04-17 02:55:41,1358.0,7.64,2,2023-04-17,1.0
Fiction,41,8598.0,2023-04-17 02:55:41,1358.0,7.64,3,2023-04-17,1.0
Fiction,41,8598.0,2023-04-17 02:55:41,1358.0,7.64,4,2023-04-17,1.0
Fiction,42,6985.0,2023-07-12 17:08:50,1919.0,13.04,1,2023-07-12,1.0
Fiction,42,6985.0,2023-07-12 17:08:50,1919.0,13.04,2,2023-07-12,1.0
Fiction,42,6985.0,2023-07-12 17:08:50,1919.0,13.04,3,2023-07-12,1.0
Fiction,42,6985.0,2023-07-12 17:08:50,1919.0,13.04,4,2023-07-12,1.0
Fiction,42,8443.0,2024-09-07 11:41:50,1226.0,14.12,1,2024-09-07,1.0
Fiction,42,8443.0,2024-09-07 11:41:50,1226.0,14.12,2,2024-09-07,1.0
Fiction,42,8443.0,2024-09-07 11:41:50,1226.0,14.12,3,2024-09-07,1.0
Fiction,42,8443.0,2024-09-07 11:41:50,1226.0,14.12,4,2024-09-07,1.0
Fiction,42,9356.0,2023-10-07 15:59:40,692.0,6.44,1,2023-10-07,0.0
Fiction,42,9356.0,2023-10-07 15:59:40,692.0,6.44,2,2023-10-07,0.0
Fiction,42,9356.0,2023-10-07 15:59:40,692.0,6.44,3,2023-10-07,0.0
Fiction,44,2442.0,2024-04-18 00:19:05,888.0,12.77,1,2024-04-18,1.0
Fiction,44,2442.0,2024-04-18 00:19:05,888.0,12.77,2,2024-04-18,1.0
Fiction,45,4401.0,2025-07-29 23:44:41,1301.0,0.83,1,2025-07-29,0.0
Fiction,45,4401.0,2025-07-29 23:44:41,1301.0,0.83,2,2025-07-29,0.0
Fiction,45,4401.0,2025-07-29 23:44:41,1301.0,0.83,3,2025-07-29,0.0
Fiction,45,4401.0,2025-07-29 23:44:41,1301.0,0.83,4,2025-07-29,0.0
Fiction,45,5556.0,2024-01-18 19:54:24,1302.0,16.44,1,2024-01-18,0.0
Fiction,45,5556.0,2024-01-18 19:54:24,1302.0,16.44,2,2024-01-18,0.0
Fiction,45,5556.0,2024-01-18 19:54:24,1302.0,16.44,3,2024-01-18,0.0
Fiction,45,5556.0,2024-01-18 19:54:24,1302.0,16.44,4,2024-01-18,0.0
Fiction,46,5015.0,2024-01-14 12:20:57,1875.0,19.88,1,2024-01-14,0.0
Fiction,46,5015.0,2024-01-14 12:20:57,1875.0,19.88,2,2024-01-14,0.0
Fiction,46,10437.0,2023-12-05 17:29:13,1224.0,10.9,1,2023-12-05,1.0
Fiction,46,10437.0,2023-12-05 17:29:13,1224.0,10.9,2,2023-12-05,1.0
Fiction,46,10437.0,2023-12-05 17:29:13,1224.0,10.9,3,2023-12-05,1.0
Fiction,46,10437.0,2023-12-05 17:29:13,1224.0,10.9,4,2023-12-05,1.0
Fiction,47,115.0,2024-01-02 20:37:13,1636.0,14.06,1,2024-01-02,1.0
Fiction,47,115.0,2024-01-02 20:37:13,1636.0,14.06,5,2024-01-02,1.0
Fiction,47,9609.0,2025-05-18 14:26:15,94.0,13.11,1,2025-05-18,0.0
Fiction,47,9609.0,2025-05-18 14:26:15,94.0,13.11,2,2025-05-18,0.0
Fiction,47,9609.0,2025-05-18 14:26:15,94.0,13.11,3,2025-05-18,0.0
Fiction,47,9609.0,2025-05-18 14:26:15,94.0,13.11,4,2025-05-18,0.0
Mystery,48,2107.0,2024-07-10 20:00:56,926.0,15.15,1,2024-07-10,1.0
Mystery,48,2107.0,2024-07-10 20:00:56,926.0,15.15,2,2024-07-10,1.0
Mystery,48,2107.0,2024-07-10 20:00:56,926.0,15.15,3,2024-07-10,1.0
Mystery,48,2107.0,2024-07-10 20:00:56,926.0,15.15,4,2024-07-10,1.0
Mystery,48,4243.0,2024-12-13 04:30:36,494.0,8.18,1,2024-12-13,0.0
Mystery,48,4243.0,2024-12-13 04:30:36,494.0,8.18,2,2024-12-13,0.0
Mystery,48,4243.0,2024-12-13 04:30:36,494.0,8.18,3,2024-12-13,0.0
Mystery,48,4243.0,2024-12-13 04:30:36,494.0,8.18,4,2024-12-13,0.0
Fiction,49,10953.0,2024-10-01 19:01:06,1620.0,4.05,1,2024-10-01,0.0
Fiction,51,6991.0,2024-07-16 13:00:53,1548.0,14.29,1,2024-07-16,1.0
Fiction,51,6991.0,2024-07-16 13:00:53,1548.0,14.29,2,2024-07-16,1.0
Fiction,51,6991.0,2024-07-16 13:00:53,1548.0,14.29,3,2024-07-16,1.0
Fiction,51,6991.0,2024-07-16 13:00:53,1548.0,14.29,4,2024-07-16,1.0
Fiction,52,945.0,2023-11-11 10:04:11,195.0,12.23,1,2023-11-11,0.0
Fiction,52,945.0,2023-11-11 10:04:11,195.0,12.23,2,2023-11-11,0.0
Fiction,52,4783.0,2024-08-09 18:33:38,535.0,6.74,1,2024-08-09,1.0
Fiction,52,4783.0,2024-08-09 18:33:38,535.0,6.74,2,2024-08-09,1.0
Fiction,54,764.0,2023-05-12 08:21:49,1613.0,17.12,1,2023-05-12,1.0
Fiction,54,764.0,2023-05-12 08:21:49,1613.0,17.12,2,2023-05-12,1.0
Fiction,54,5109.0,2022-11-06 10:43:01,984.0,3.14,1,2022-11-06,1.0
Fiction,54,5109.0,2022-11-06 10:43:01,984.0,3.14,2,2022-11-06,1.0
Fiction,54,5109.0,2022-11-06 10:43:01,984.0,3.14,3,2022-11-06,1.0
Fiction,56,6968.0,2024-04-02 22:46:12,1477.0,5.09,1,2024-04-02,1.0
Fiction,56,6968.0,2024-04-02 22:46:12,1477.0,5.09,2,2024-04-02,1.0
Fiction,57,9570.0,2023-04-22 03:50:47,786.0,19.48,1,2023-04-22,0.0
Fiction,57,9570.0,2023-04-22 03:50:47,786.0,19.48,2,2023-04-22,0.0
Fiction,58,167.0,2023-04-02 04:12:57,1813.0,8.78,1,2023-04-02,1.0
Fiction,58,167.0,2023-04-02 04:12:57,1813.0,8.78,5,2023-04-02,1.0
Fiction,58,2370.0,2024-02-03 00:23:01,1659.0,17.93,1,2024-02-03,0.0
Fiction,58,2370.0,2024-02-03 00:23:01,1659.0,17.93,2,2024-02-03,0.0
Fiction,58,2370.0,2024-02-03 00:23:01,1659.0,17.93,3,2024-02-03,0.0
Fiction,58,5533.0,2024-01-10 22:10:15,1062.0,18.11,1,2024-01-10,1.0
Fiction,58,5533.0,2024-01-10 22:10:15,1062.0,18.11,5,2024-01-10,1.0
History,60,564.0,2022-12-11 22:05:49,494.0,4.08,1,2022-12-11,0.0
History,60,564.0,2022-12-11 22:05:49,494.0,4.08,2,2022-12-11,0.0
History,60,564.0,2022-12-11 22:05:49,494.0,4.08,3,2022-12-11,0.0
History,60,564.0,2022-12-11 22:05:49,494.0,4.08,4,2022-12-11,0.0
History,60,6285.0,2025-06-30 05:30:17,235.0,9.68,1,2025-06-30,0.0
History,60,7261.0,2023-06-11 08:03:10,497.0,14.26,1,2023-06-11,1.0
History,60,7261.0,2023-06-11 08:03:10,497.0,14.26,2,2023-06-11,1.0
History,60,7261.0,2023-06-11 08:03:10,497.0,14.26,3,2023-06-11,1.0
History,60,7261.0,2023-06-11 08:03:10,497.0,14.26,4,2023-06-11,1.0
Fiction,61,1265.0,2024-06-10 00:10:06,1444.0,13.25,1,2024-06-10,1.0
Fiction,61,1265.0,2024-06-10 00:10:06,1444.0,13.25,2,2024-06-10,1.0
Fiction,61,1265.0,2024-06-10 00:10:06,1444.0,13.25,3,2024-06-10,1.0
Fiction,61,1265.0,2024-06-10 00:10:06,1444.0,13.25,4,2024-06-10,1.0
Fiction,61,4598.0,2023-01-25 09:58:28,699.0,14.98,1,2023-01-25,1.0
Fiction,61,4598.0,2023-01-25 09:58:28,699.0,14.98,2,2023-01-25,1.0
Fiction,61,4598.0,2023-01-25 09:58:28,699.0,14.98,3,2023-01-25,1.0
Fiction,61,4598.0,2023-01-25 09:58:28,699.0,14.98,4,2023-01-25,1.0
Fiction,61,8436.0,2024-09-13 04:21:53,1956.0,12.9,1,2024-09-13,0.0
Fiction,61,8436.0,2024-09-13 04:21:53,1956.0,12.9,2,2024-09-13,0.0
Fiction,61,9727.0,2023-01-11 07:13:28,1519.0,18.5,1,2023-01-11,1.0
Fiction,61,9727.0,2023-01-11 07:13:28,1519.0,18.5,5,2023-01-11,1.0
Fiction,62,6827.0,2022-10-25 12:16:24,773.0,19.33,1,2022-10-25,0.0
Fiction,62,6827.0,2022-10-25 12:16:24,773.0,19.33,2,2022-10-25,0.0
Fiction,62,8888.0,2023-03-07 08:34:55,1508.0,10.02,1,2023-03-07,0.0
Fiction,62,8888.0,2023-03-07 08:34:55,1508.0,10.02,2,2023-03-07,0.0
Fiction,62,8888.0,2023-03-07 08:34:55,1508.0,10.02,3,2023-03-07,0.0
Fiction,62,8888.0,2023-03-07 08:34:55,1508.0,10.02,4,2023-03-07,0.0
Fiction,63,4670.0,2023-03-30 16:15:45,564.0,6.69,1,2023-03-30,0.0
Fiction,63,4670.0,2023-03-30 16:15:45,564.0,6.69,2,2023-03-30,0.0
Fiction,63,7289.0,2024-05-26 16:41:01,1966.0,11.36,1,2024-05-26,0.0
Fiction,63,7289.0,2024-05-26 16:41:01,1966.0,11.36,2,2024-05-26,0.0
Fiction,63,7289.0,2024-05-26 16:41:01,1966.0,11.36,3,2024-05-26,0.0
Fiction,63,7289.0,2024-05-26 16:41:01,1966.0,11.36,4,2024-05-26,0.0
Fiction,63,8460.0,2025-09-23 03:55:01,210.0,6.2,1,2025-09-23,0.0
Fiction,63,8460.0,2025-09-23 03:55:01,210.0,6.2,2,2025-09-23,0.0
Fiction,63,8460.0,2025-09-23 03:55:01,210.0,6.2,3,2025-09-23,0.0
Mystery,64,5370.0,2022-11-12 07:44:03,957.0,4.95,1,2022-11-12,1.0
Mystery,64,5370.0,2022-11-12 07:44:03,957.0,4.95,2,2022-11-12,1.0
Mystery,64,5370.0,2022-11-12 07:44:03,957.0,4.95,3,2022-11-12,1.0
Mystery,64,5370.0,2022-11-12 07:44:03,957.0,4.95,4,2022-11-12,1.0
Mystery,64,9559.0,2024-12-17 14:36:22,1928.0,9.69,1,2024-12-17,1.0
Mystery,64,9559.0,2024-12-17 14:36:22,1928.0,9.69,2,2024-12-17,1.0
Mystery,64,9559.0,2024-12-17 14:36:22,1928.0,9.69,3,2024-12-17,1.0
Mystery,64,9559.0,2024-12-17 14:36:22,1928.0,9.69,4,2024-12-17,1.0
History,65,5133.0,2024-12-28 00:47:03,158.0,2.61,1,2024-12-28,1.0
History,65,5133.0,2024-12-28 00:47:03,158.0,2.61,2,2024-12-28,1.0
History,65,5133.0,2024-12-28 00:47:03,158.0,2.61,3,2024-12-28,1.0
History,65,5133.0,2024-12-28 00:47:03,158.0,2.61,4,2024-12-28,1.0
History,65,6169.0,2025-08-19 22:03:14,448.0,10.39,1,2025-08-19,0.0
History,65,6169.0,2025-08-19 22:03:14,448.0,10.39,2,2025-08-19,0.0
History,65,6169.0,2025-08-19 22:03:14,448.0,10.39,3,2025-08-19,0.0
History,65,6169.0,2025-08-19 22:03:14,448.0,10.39,4,2025-08-19,0.0
History,65,7340.0,2024-10-09 23:14:43,512.0,2.38,1,2024-10-09,1.0
History,65,7340.0,2024-10-09 23:14:43,512.0,2.38,2,2024-10-09,1.0
Fiction,66,7329.0,2023-04-06 23:46:51,66.0,17.89,1,2023-04-06,1.0
Fiction,67,1622.0,2023-11-01 07:27:20,184.0,13.4,1,2023-11-01,1.0
Fiction,67,1622.0,2023-11-01 07:27:20,184.0,13.4,2,2023-11-01,1.0
Fiction,67,1622.0,2023-11-01 07:27:20,184.0,13.4,3,2023-11-01,1.0
